City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Monduli,TZ,-3.3,36.45,57.74,82,66,5.5,broken clouds
700,Pangkalanbuun,ID,-2.6833,111.6167,73.96,98,82,2.44,broken clouds
701,Aasiaat,GL,68.7098,-52.8699,37.06,85,65,7.4,broken clouds
702,Camabatela,AO,-8.1881,15.375,61.65,51,78,3.38,broken clouds
703,Zakharovo,RU,54.366,39.2792,56.68,96,68,5.41,broken clouds
704,Nassjo,SE,57.6531,14.6968,54.52,76,45,4.43,scattered clouds
705,Bongandanga,CD,1.5,21.05,69.03,99,99,2.48,overcast clouds
706,Vung Tau,VN,10.346,107.0843,82.44,82,100,14.88,overcast clouds
707,Bonito,BR,-21.1211,-56.4819,79.61,42,74,4.21,broken clouds
708,Mendi,PG,-6.1761,143.6513,59.47,88,97,0.2,overcast clouds
709,Cheyenne,US,41.14,-104.8203,79.12,35,40,16.11,scattered clouds
710,Dortyol,TR,36.8616,36.2289,71.76,64,0,0.74,clear sky
711,Buritizeiro,BR,-17.3511,-44.9622,73.98,54,93,2.8,overcast clouds
712,Tadine,NC,-21.55,167.8833,72.77,59,90,11.74,overcast clouds
